Symbol	Timeframes	DateTime	Open	High	Low	Close	BaseReturn	MidReturn	HigherReturn	BaseMidCorr	BaseHigherCorr	MidHigherCorr	ZScore	SignalType	CorrelationState	PostSignal1Bar(%)	PostSignal5Bars(%)	PostSignal10Bars(%)
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 16:05	3030.43000	3033.05000	3028.71000	3029.95000	-0.45000	0.00000	0.00000	-0.091	0.000	0.000	-0.240	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 16:10	3029.95000	3029.95000	3025.26000	3026.09000	-3.86000	0.00000	0.00000	-0.054	0.000	0.000	-1.646	Divergence Warning	Diverging	0.03	0.08	0.02
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 16:15	3026.08000	3028.47000	3025.25000	3026.87000	0.78000	0.00000	0.00000	-0.046	0.000	0.000	0.331	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 16:20	3026.96000	3028.77000	3024.85000	3027.62000	0.75000	0.00000	0.00000	-0.050	0.000	0.000	0.286	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 16:25	3027.51000	3029.75000	3027.29000	3029.14000	1.52000	0.00000	0.00000	-0.000	0.000	0.000	0.636	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 16:30	3029.11000	3030.39000	3027.46000	3029.56000	0.42000	0.00000	0.00000	-0.038	0.000	0.000	0.183	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 16:35	3029.61000	3030.83000	3028.41000	3028.62000	-0.94000	0.00000	0.00000	-0.036	0.000	0.000	-0.394	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 16:40	3028.62000	3030.30000	3028.09000	3028.67000	0.05000	0.00000	0.00000	-0.036	0.000	0.000	0.045	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 16:45	3028.68000	3028.68000	3025.76000	3026.03000	-2.64000	0.00000	0.00000	-0.070	0.000	0.000	-1.097	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 16:50	3026.07000	3029.84000	3025.67000	3029.80000	3.77000	0.00000	0.00000	-0.187	0.000	0.000	1.597	Divergence Warning	Diverging	-0.06	-0.04	0.07
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 16:55	3029.80000	3030.44000	3027.59000	3027.90000	-1.90000	0.00000	0.00000	-0.185	0.000	0.000	-0.798	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 17:00	3027.93000	3029.37000	3025.24000	3026.73000	-1.17000	0.00000	0.00000	-0.208	0.000	0.000	-0.448	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 17:05	3026.74000	3029.30000	3026.19000	3029.14000	2.41000	0.00000	0.00000	-0.133	0.000	0.000	1.074	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 17:10	3029.18000	3029.35000	3026.64000	3029.03000	-0.11000	0.00000	0.00000	-0.138	0.000	0.000	0.019	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 17:15	3028.98000	3029.62000	3026.82000	3028.67000	-0.36000	0.00000	0.00000	-0.135	0.000	0.000	-0.074	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 17:20	3028.61000	3031.33000	3028.52000	3031.22000	2.55000	0.00000	0.00000	-0.181	0.000	0.000	1.127	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 17:25	3031.20000	3032.09000	3031.20000	3031.41000	0.19000	0.00000	0.00000	-0.180	0.000	0.000	0.121	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 17:30	3031.48000	3031.95000	3030.47000	3031.32000	-0.09000	0.00000	0.00000	-0.172	0.000	0.000	0.015	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 17:35	3031.36000	3031.47000	3030.12000	3031.36000	0.04000	0.00000	0.00000	-0.173	0.000	0.000	0.066	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 17:40	3031.38000	3031.82000	3029.97000	3031.77000	0.41000	0.00000	0.00000	-0.180	0.000	0.000	0.209	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 17:45	3031.45000	3032.00000	3030.20000	3030.42000	-1.35000	0.00000	0.00000	-0.192	0.000	0.000	-0.491	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 17:50	3030.42000	3032.03000	3029.80000	3031.85000	1.43000	0.00000	0.00000	-0.169	0.000	0.000	0.686	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 17:55	3031.86000	3032.57000	3031.30000	3031.70000	-0.15000	0.00000	0.00000	-0.166	0.000	0.000	-0.010	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 18:00	3031.66000	3031.88000	3030.47000	3030.98000	-0.72000	0.00000	0.00000	-0.187	0.000	0.000	-0.268	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 18:05	3030.84000	3032.35000	3030.82000	3031.92000	0.94000	0.00000	0.00000	-0.291	0.000	0.000	0.395	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 18:10	3031.90000	3033.33000	3031.72000	3033.14000	1.22000	0.00000	0.00000	-0.298	0.000	0.000	0.511	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 18:15	3033.16000	3034.06000	3032.12000	3033.88000	0.74000	0.00000	0.00000	-0.300	0.000	0.000	0.466	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 18:20	3033.68000	3035.33000	3033.47000	3034.35000	0.47000	0.00000	0.00000	-0.304	0.000	0.000	0.314	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 18:25	3034.38000	3035.52000	3034.34000	3035.39000	1.04000	0.00000	0.00000	-0.337	0.000	0.000	0.612	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 18:30	3035.39000	3036.60000	3034.39000	3034.88000	-0.51000	0.00000	0.00000	-0.289	0.000	0.000	-0.442	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 18:35	3034.85000	3035.25000	3034.13000	3034.64000	-0.24000	0.00000	0.00000	-0.251	0.000	0.000	-0.266	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 18:40	3034.63000	3035.64000	3034.16000	3035.39000	0.75000	0.00000	0.00000	-0.347	0.000	0.000	0.341	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 18:45	3035.33000	3035.67000	3033.82000	3035.67000	0.28000	0.00000	0.00000	-0.281	0.000	0.000	-0.010	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 18:50	3035.53000	3036.66000	3035.19000	3036.66000	0.99000	0.00000	0.00000	-0.266	0.000	0.000	0.533	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 18:55	3036.62000	3036.93000	3035.91000	3036.01000	-0.65000	0.00000	0.00000	-0.271	0.000	0.000	-0.686	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 19:00	3036.08000	3036.26000	3034.92000	3035.30000	-0.71000	0.00000	0.00000	-0.268	0.000	0.000	-0.697	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 19:05	3035.30000	3036.08000	3034.81000	3035.69000	0.39000	0.00000	0.00000	-0.225	0.000	0.000	0.121	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 19:10	3035.63000	3036.34000	3034.77000	3034.77000	-0.92000	0.00000	0.00000	-0.234	0.000	0.000	-0.869	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 19:15	3034.77000	3034.98000	3033.33000	3034.38000	-0.39000	0.00000	0.00000	-0.188	0.000	0.000	-0.564	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 19:20	3034.48000	3035.24000	3032.88000	3033.83000	-0.55000	0.00000	0.00000	-0.027	0.000	0.000	-0.684	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 19:25	3034.05000	3034.13000	3030.80000	3032.76000	-1.07000	0.00000	0.00000	0.020	0.000	0.000	-1.291	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 19:30	3032.51000	3032.95000	3029.93000	3030.57000	-2.19000	0.00000	0.00000	-0.094	0.000	0.000	-2.278	Divergence Warning	Diverging	0.04	0.07	0.07
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 19:35	3030.65000	3031.96000	3029.76000	3031.85000	1.28000	0.00000	0.00000	-0.174	0.000	0.000	1.251	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 19:40	3031.85000	3032.79000	3031.51000	3032.42000	0.57000	0.00000	0.00000	-0.161	0.000	0.000	0.479	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 19:45	3032.41000	3033.45000	3032.41000	3032.78000	0.36000	0.00000	0.00000	-0.140	0.000	0.000	0.234	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 19:50	3032.78000	3033.31000	3032.37000	3032.49000	-0.29000	0.00000	0.00000	-0.057	0.000	0.000	-0.395	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 19:55	3032.48000	3033.15000	3032.40000	3032.57000	0.08000	0.00000	0.00000	-0.060	0.000	0.000	0.049	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 20:00	3032.63000	3033.41000	3032.45000	3032.68000	0.11000	0.00000	0.00000	-0.061	0.000	0.000	0.077	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 20:05	3032.70000	3033.45000	3032.45000	3033.41000	0.73000	0.00000	0.00000	-0.065	0.000	0.000	0.779	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 20:10	3033.19000	3033.44000	3032.81000	3033.36000	-0.05000	0.00000	0.00000	-0.064	0.000	0.000	-0.122	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 20:15	3033.37000	3033.45000	3032.48000	3033.04000	-0.32000	0.00000	0.00000	0.024	0.000	0.000	-0.503	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 20:20	3033.01000	3033.23000	3032.58000	3032.60000	-0.44000	0.00000	0.00000	0.017	0.000	0.000	-0.600	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 20:25	3032.63000	3033.36000	3032.59000	3033.26000	0.66000	0.00000	0.00000	0.046	0.000	0.000	0.777	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 20:30	3033.37000	3035.66000	3033.37000	3035.41000	2.15000	0.00000	0.00000	0.047	0.000	0.000	2.343	Divergence Warning	Diverging	0.00	0.01	0.06
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 20:35	3035.44000	3035.97000	3034.89000	3035.31000	-0.10000	0.00000	0.00000	0.004	0.000	0.000	-0.253	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 20:40	3035.24000	3036.29000	3034.97000	3035.39000	0.08000	0.00000	0.00000	-0.000	0.000	0.000	0.006	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 20:45	3035.38000	3036.08000	3035.31000	3035.74000	0.35000	0.00000	0.00000	-0.039	0.000	0.000	0.356	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 20:50	3035.75000	3036.16000	3035.63000	3036.07000	0.33000	0.00000	0.00000	-0.040	0.000	0.000	0.338	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 20:55	3036.07000	3036.09000	3035.33000	3035.80000	-0.27000	0.00000	0.00000	-0.025	0.000	0.000	-0.360	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 21:00	3035.56000	3036.68000	3035.42000	3036.27000	0.47000	0.00000	0.00000	0.001	0.000	0.000	0.539	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 21:05	3036.28000	3036.78000	3036.00000	3036.31000	0.04000	0.00000	0.00000	-0.010	0.000	0.000	-0.020	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 21:10	3036.33000	3036.68000	3036.15000	3036.53000	0.22000	0.00000	0.00000	0.035	0.000	0.000	0.235	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 21:15	3036.51000	3037.89000	3035.68000	3037.84000	1.31000	0.00000	0.00000	0.063	0.000	0.000	1.534	Divergence Warning	Diverging	-0.02	-0.02	-0.10
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 21:20	3037.84000	3037.89000	3036.79000	3037.28000	-0.56000	0.00000	0.00000	0.011	0.000	0.000	-0.729	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 21:25	3037.31000	3037.68000	3036.80000	3037.09000	-0.19000	0.00000	0.00000	0.033	0.000	0.000	-0.287	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 21:30	3037.12000	3037.72000	3037.07000	3037.27000	0.18000	0.00000	0.00000	0.022	0.000	0.000	0.147	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 21:35	3037.20000	3037.74000	3037.09000	3037.41000	0.14000	0.00000	0.00000	0.015	0.000	0.000	0.107	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 21:40	3037.52000	3037.72000	3037.08000	3037.13000	-0.28000	0.00000	0.00000	0.034	0.000	0.000	-0.475	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 21:45	3037.16000	3037.38000	3036.20000	3036.58000	-0.55000	0.00000	0.00000	0.040	0.000	0.000	-0.822	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 21:50	3036.63000	3037.49000	3036.08000	3037.29000	0.71000	0.00000	0.00000	0.006	0.000	0.000	0.785	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 21:55	3037.17000	3037.45000	3035.16000	3035.54000	-1.75000	0.00000	0.00000	0.009	0.000	0.000	-2.299	Divergence Warning	Diverging	0.00	-0.04	-0.04
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 22:00	3035.58000	3035.90000	3035.37000	3035.67000	0.13000	0.00000	0.00000	0.136	0.000	0.000	-0.059	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 22:05	3035.65000	3035.87000	3034.43000	3034.67000	-1.00000	0.00000	0.00000	0.148	0.000	0.000	-1.610	Divergence Warning	Diverging	0.00	0.00	-0.03
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 22:10	3034.66000	3035.00000	3034.36000	3034.81000	0.14000	0.00000	0.00000	0.125	0.000	0.000	0.090	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 22:15	3034.81000	3034.91000	3033.99000	3034.68000	-0.13000	0.00000	0.00000	0.100	0.000	0.000	-0.287	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 22:20	3034.69000	3034.69000	3033.86000	3034.19000	-0.49000	0.00000	0.00000	0.092	0.000	0.000	-0.807	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 22:25	3034.20000	3034.98000	3034.16000	3034.73000	0.54000	0.00000	0.00000	0.097	0.000	0.000	0.685	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 22:30	3034.78000	3035.22000	3033.93000	3034.78000	0.05000	0.00000	0.00000	0.097	0.000	0.000	-0.029	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 22:35	3034.70000	3034.75000	3033.38000	3034.33000	-0.45000	0.00000	0.00000	0.108	0.000	0.000	-0.709	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 22:40	3034.32000	3034.42000	3033.91000	3033.93000	-0.40000	0.00000	0.00000	0.100	0.000	0.000	-0.614	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 22:45	3033.84000	3034.78000	3033.58000	3034.20000	0.27000	0.00000	0.00000	0.083	0.000	0.000	0.340	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 22:50	3034.19000	3034.67000	3033.96000	3034.67000	0.47000	0.00000	0.00000	0.056	0.000	0.000	0.591	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.18 22:55	3034.38000	3034.58000	3033.72000	3033.76000	-0.91000	0.00000	0.00000	0.018	0.000	0.000	-1.340	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.19 00:00	3033.98000	3034.20000	3033.54000	3033.91000	0.15000	0.00000	0.00000	0.099	0.000	0.000	0.352	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.19 00:05	3033.91000	3033.92000	3033.26000	3033.31000	-0.60000	0.00000	0.00000	0.134	0.000	0.000	-0.925	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.19 00:10	3033.31000	3033.35000	3032.71000	3032.73000	-0.58000	0.00000	0.00000	0.147	0.000	0.000	-0.843	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.19 00:15	3032.93000	3033.35000	3032.64000	3032.85000	0.12000	0.00000	0.00000	0.211	0.000	0.000	0.374	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.19 00:20	3032.81000	3033.97000	3032.81000	3033.58000	0.73000	0.00000	0.00000	0.221	0.000	0.000	1.372	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.19 00:25	3033.57000	3033.89000	3033.57000	3033.80000	0.22000	0.00000	0.00000	0.206	0.000	0.000	0.483	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.19 00:30	3033.79000	3034.10000	3033.68000	3034.05000	0.25000	0.00000	0.00000	0.146	0.000	0.000	0.550	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.19 00:35	3034.07000	3034.12000	3033.31000	3033.48000	-0.57000	0.00000	0.00000	0.142	0.000	0.000	-0.799	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.19 00:40	3033.49000	3033.58000	3033.27000	3033.35000	-0.13000	0.00000	0.00000	0.116	0.000	0.000	-0.041	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.19 00:45	3033.46000	3034.02000	3033.35000	3033.97000	0.62000	0.00000	0.00000	0.044	0.000	0.000	1.366	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.19 00:50	3033.96000	3034.73000	3033.96000	3034.30000	0.33000	0.00000	0.00000	0.040	0.000	0.000	0.783	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.19 00:55	3034.24000	3034.56000	3034.22000	3034.53000	0.23000	0.00000	0.00000	-0.012	0.000	0.000	0.572	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.19 01:00	3034.56000	3035.03000	3034.53000	3034.70000	0.17000	0.00000	0.00000	-0.010	0.000	0.000	0.464	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.19 01:05	3034.70000	3035.17000	3034.52000	3034.67000	-0.03000	0.00000	0.00000	0.002	0.000	0.000	0.112	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.19 01:10	3034.66000	3034.66000	3033.74000	3033.76000	-0.91000	0.00000	0.00000	-0.006	0.000	0.000	-1.404	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.19 01:15	3033.70000	3033.82000	3032.46000	3032.60000	-1.16000	0.00000	0.00000	-0.076	0.000	0.000	-1.730	Divergence Warning	Diverging	0.00	0.03	-0.04
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.19 01:20	3032.51000	3032.79000	3032.02000	3032.58000	-0.02000	0.00000	0.00000	-0.020	0.000	0.000	0.239	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.19 01:25	3032.58000	3033.46000	3032.35000	3032.54000	-0.04000	0.00000	0.00000	-0.096	0.000	0.000	0.122	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.19 01:30	3032.50000	3032.81000	3032.15000	3032.52000	-0.02000	0.00000	0.00000	-0.092	0.000	0.000	0.174	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.19 01:35	3032.47000	3033.30000	3032.47000	3033.29000	0.77000	0.00000	0.00000	-0.099	0.000	0.000	1.683	Divergence Warning	Diverging	0.01	-0.06	0.01
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.19 01:40	3033.29000	3033.66000	3033.12000	3033.59000	0.30000	0.00000	0.00000	-0.071	0.000	0.000	0.698	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.19 01:45	3033.63000	3033.75000	3033.23000	3033.24000	-0.35000	0.00000	0.00000	-0.050	0.000	0.000	-0.615	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.19 01:50	3033.34000	3033.35000	3032.43000	3032.66000	-0.58000	0.00000	0.00000	-0.036	0.000	0.000	-1.071	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.19 01:55	3032.73000	3032.83000	3031.57000	3031.82000	-0.84000	0.00000	0.00000	-0.011	0.000	0.000	-1.484	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.19 02:00	3031.77000	3031.85000	3030.52000	3031.40000	-0.42000	0.00000	0.00000	-0.018	0.000	0.000	-0.611	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.19 02:05	3031.44000	3031.80000	3031.14000	3031.28000	-0.12000	0.00000	0.00000	-0.028	0.000	0.000	-0.037	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.19 02:10	3031.31000	3031.53000	3030.81000	3031.14000	-0.14000	0.00000	0.00000	-0.020	0.000	0.000	-0.095	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.19 02:15	3031.09000	3031.17000	3030.61000	3031.10000	-0.04000	0.00000	0.00000	-0.006	0.000	0.000	0.129	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.19 02:20	3031.07000	3032.03000	3030.67000	3031.83000	0.73000	0.00000	0.00000	-0.089	0.000	0.000	1.636	Divergence Warning	Diverging	0.06	0.00	-0.08
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.19 02:25	3031.84000	3033.90000	3031.78000	3033.54000	1.71000	0.00000	0.00000	-0.024	0.000	0.000	2.977	Divergence Warning	Diverging	-0.02	-0.06	-0.17
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.19 02:30	3033.56000	3033.99000	3032.19000	3032.87000	-0.67000	0.00000	0.00000	-0.053	0.000	0.000	-1.080	None	Diverging	0.00	0.00	0.00
